Spine term name,Spine term definition,Spine term class/type,Spine term range,Spine term origin,Mapping predicate label,Mapping predicate definition,Mapped term name,Mapped term definition,Mapped term class/type,Mapped term range,Mapped term origin,Comments,Transformation notes
Superseded By,Resource that replaces this resource.,"","ceterms:ApprenticeshipCertificate, ceterms:AssessmentProfile, ceterms:AssociateDegree, ceterms:AssociateOfAppliedArtsDegree, ceterms:AssociateOfAppliedScienceDegree, ceterms:AssociateOfArtsDegree, ceterms:AssociateOfScienceDegree, ceterms:BachelorDegree, ceterms:BachelorOfArtsDegree, ceterms:BachelorOfScienceDegree, ceterms:Badge, ceterms:Certificate, ceterms:CertificateOfCompletion, ceterms:Certification, ceterms:Course, ceterms:Credential, ceterms:CredentialOrganization, ceterms:Degree, ceterms:DigitalBadge, ceterms:Diploma, ceterms:DoctoralDegree, ceterms:GeneralEducationDevelopment, ceterms:JourneymanCertificate, ceterms:LearningOpportunityProfile, ceterms:LearningProgram, ceterms:License, ceterms:MasterCertificate, ceterms:MasterDegree, ceterms:MasterOfArtsDegree, ceterms:MasterOfScienceDegree, ceterms:MicroCredential, ceterms:OpenBadge, ceterms:Organization, ceterms:ProfessionalDoctorate, ceterms:QACredentialOrganization, ceterms:QualityAssuranceCredential, ceterms:ResearchDoctorate, ceterms:SecondarySchoolDiploma, ceterms:SpecialistDegree, ceterms:TransferValueProfile",Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Supersedes,Resource that this resource replaces.,"","ceterms:ApprenticeshipCertificate, ceterms:AssessmentProfile, ceterms:AssociateDegree, ceterms:AssociateOfAppliedArtsDegree, ceterms:AssociateOfAppliedScienceDegree, ceterms:AssociateOfArtsDegree, ceterms:AssociateOfScienceDegree, ceterms:BachelorDegree, ceterms:BachelorOfArtsDegree, ceterms:BachelorOfScienceDegree, ceterms:Badge, ceterms:Certificate, ceterms:CertificateOfCompletion, ceterms:Certification, ceterms:Course, ceterms:Credential, ceterms:CredentialOrganization, ceterms:Degree, ceterms:DigitalBadge, ceterms:Diploma, ceterms:DoctoralDegree, ceterms:GeneralEducationDevelopment, ceterms:JourneymanCertificate, ceterms:LearningOpportunityProfile, ceterms:LearningProgram, ceterms:License, ceterms:MasterCertificate, ceterms:MasterDegree, ceterms:MasterOfArtsDegree, ceterms:MasterOfScienceDegree, ceterms:MicroCredential, ceterms:OpenBadge, ceterms:Organization, ceterms:ProfessionalDoctorate, ceterms:QACredentialOrganization, ceterms:QualityAssuranceCredential, ceterms:ResearchDoctorate, ceterms:SecondarySchoolDiploma, ceterms:SpecialistDegree, ceterms:TransferValueProfile",Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Support Service Statement,Webpage or online document that defines or explains the nature of support services offered by the organization.,"",schema:WebPage,Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Support Service Statement Description,Description of the nature of support services offered by the organization.,"",rdf:langString,Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Target Description,Textual description of an individual concept or competency in a formally defined framework.,"",rdf:langString,Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Target Node,"Individual entry in a formally defined framework such as a competency or an industry, instructional program, or occupation code.","",xsd:anyURI,Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Target Node Name,Name of an individual concept or competency in a formally defined framework.,"",rdf:langString,Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Transfer Value Statement,Webpage or online document that defines or explains the nature of transfer value handled by the organization.,"",xsd:anyURI,Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
Transfer Value Statement Description,Description of the nature of transfer value handled by the organization.,"",rdf:langString,Credential Transparency Description Language (1.0),No Match,There is no match for the spine term in the schema being mapped.,,,,,,
endorsementJwt,"In Achievement:Allows endorsers to make specific claims about the Achievement. These endorsements are signed with the VC-JWT proof format.
In AchievementCredential:Allows endorsers to make specific claims about the credential, and the achievement and profiles in the credential. These endorsements are signed with the VC-JWT proof format.
In Profile:Allows endorsers to make specific claims about the individual or organization represented by this profile. These endorsements are signed with the VC-JWT proof format.",ob:Profile,"",Open Badges 3.0 (3.0),Identical,The definition is identical in wording and intent.,endorsementJwt,"In Achievement:Allows endorsers to make specific claims about the Achievement. These endorsements are signed with the VC-JWT proof format.
In AchievementCredential:Allows endorsers to make specific claims about the credential, and the achievement and profiles in the credential. These endorsements are signed with the VC-JWT proof format.
In Profile:Allows endorsers to make specific claims about the individual or organization represented by this profile. These endorsements are signed with the VC-JWT proof format.",ob:Profile,"",Open Badges 3.0 (3.0),Alignment for a synthetic property added to the spine. Synthetic uri: https://desm.credentialengine.org/resources/terms/endorsementJwt-synthetic,
dateOfBirth,Birthdate of the person.,ob:Profile,"",Open Badges 3.0 (3.0),Identical,The definition is identical in wording and intent.,dateOfBirth,Birthdate of the person.,ob:Profile,"",Open Badges 3.0 (3.0),Alignment for a synthetic property added to the spine. Synthetic uri: https://desm.credentialengine.org/resources/terms/dateOfBirth-synthetic,
familyName,"Family name. In the western world, often referred to as the 'last name' of a person.",ob:Profile,schema:familyName,Open Badges 3.0 (3.0),Identical,The definition is identical in wording and intent.,familyName,"Family name. In the western world, often referred to as the 'last name' of a person.",ob:Profile,schema:familyName,Open Badges 3.0 (3.0),Alignment for a synthetic property added to the spine. Synthetic uri: https://desm.credentialengine.org/resources/terms/familyName-synthetic,
familyNamePrefix,"Family name prefix. As used in some locales, this is the leading part of a family name (e.g. 'de' in the name 'de Boer').",ob:Profile,"",Open Badges 3.0 (3.0),Identical,The definition is identical in wording and intent.,familyNamePrefix,"Family name prefix. As used in some locales, this is the leading part of a family name (e.g. 'de' in the name 'de Boer').",ob:Profile,"",Open Badges 3.0 (3.0),Alignment for a synthetic property added to the spine. Synthetic uri: https://desm.credentialengine.org/resources/terms/familyNamePrefix-synthetic,
givenName,"Given name. In the western world, often referred to as the 'first name' of a person.",ob:Profile,schema:givenName,Open Badges 3.0 (3.0),Identical,The definition is identical in wording and intent.,givenName,"Given name. In the western world, often referred to as the 'first name' of a person.",ob:Profile,schema:givenName,Open Badges 3.0 (3.0),Alignment for a synthetic property added to the spine. Synthetic uri: https://desm.credentialengine.org/resources/terms/givenName-synthetic,
honorificPrefix,"Honorific prefix(es) preceding a person's name (e.g. 'Dr', 'Mrs' or 'Mr').",ob:Profile,schema:honorificPrefix,Open Badges 3.0 (3.0),Identical,The definition is identical in wording and intent.,honorificPrefix,"Honorific prefix(es) preceding a person's name (e.g. 'Dr', 'Mrs' or 'Mr').",ob:Profile,schema:honorificPrefix,Open Badges 3.0 (3.0),Alignment for a synthetic property added to the spine. Synthetic uri: https://desm.credentialengine.org/resources/terms/honorificPrefix-synthetic,
